id,Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
105,09-06-2024,Cloud Architect,Network Engineer,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Anniston, AL",R,"$135,611.84 - $184,044.64 ",indeed.com
106,12-06-2024,Cloud Architect,"Cloud Solution Architecture: Full-Time Opportunity - Las Colinas, TX",Microsoft,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/88813b3f866a5b58c9685073e3b87e05,Germany,"Las Colinas, TX","Software Development,R","$66,900 - $148,200 ",indeed.com
107,12-06-2024,Cloud Architect,"Cloud Solution Architecture: Full-Time Opportunity - Chicago, Dallas",Microsoft,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/88813b3f866a5b58c9685073e3b87e05,Germany,"Dallas, TX","Software Development,R","$66,900 - $148,200 ",indeed.com
108,12-02-2024,Cloud Architect,Digital Cloud Solution Architect,Microsoft,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/88813b3f866a5b58c9685073e3b87e05,Germany,"Las Colinas, TX",R,$49.90 - $105.38 an hour,indeed.com
109,12-04-2024,Cloud Architect,Digital Cloud Solution Architecture,Microsoft,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/88813b3f866a5b58c9685073e3b87e05,Germany,"Las Colinas, TX",R,$49.90 - $105.38 an hour,indeed.com
110,11-22-2024,Cloud Architect,Arquitecto Azure,Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX","LAN,R",NA,indeed.com
111,12-10-2024,Cloud Architect,Sr. Cloud Architect (AWS),U.S. Bank,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/14355bd958f2cbe0d5c107975854afd6,Germany,"Irving, TX","LAN,R","$126,820 - $164,120 ",indeed.com
112,11-22-2024,Cloud Architect,Salesforce Architect (Service Cloud),Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX",R,NA,indeed.com
113,10-02-2024,Cloud Architect,Cloud Architect,Tyler Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0ab4aded708ddde71411f9fabe0add22,Germany,"Plano, TX",R,NA,indeed.com
114,11-26-2024,Cloud Architect,Google Cloud Platform Architect,Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Irving, TX",R,"$65,000 - $260,000 ",indeed.com
115,11-01-2024,Cloud Architect,Senior Application Architect - FedRAMP &amp; Cloud Modernization,U.S. Bank,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/14355bd958f2cbe0d5c107975854afd6,Germany,"Irving, TX",R,"$116,280 - $154,990 ",indeed.com
116,11-22-2024,Cloud Architect,Salesforce Solution Architect SR - Sales &amp; Service Cloud,Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX","R,Leadership",NA,indeed.com
117,11-15-2024,Cloud Architect,"AWS Enterprise Sr. Solutions Architect, Engineering, Construction, Real Estate and Transportation &amp; Logistics",Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,Germany,"Dallas, TX",R,"$138,200 - $239,000 ",indeed.com
118,12-04-2024,Cloud Architect,US E-Consulting Cloud Modernization Architect - Specialist Master/Manager,Deloitte,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/b245a75ba4a28df29f8f1551ac296deb,Germany,"Dallas, TX",R,"$152,000 - $310,000 ",indeed.com
119,05-16-2024,Cloud Architect,Principal Cloud Platform Architect,Alcority,NA,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
120,10-25-2024,Cloud Architect,Oracle Cloud Architect/Solution Architect (CoE and Presales),Fujitsu,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0cfa330f9ad3c5bfdba8d5d7e1fee5a2,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
121,11-21-2024,Cloud Architect,Oracle Cloud Financial - Presales Architect,Applications Software Technology Corporation ( AST ),https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5252f29901240ebec19bc593f0dd3552,Germany,"Dallas, TX","Gin,R,MAN",NA,indeed.com
122,09-03-2024,Cloud Architect,Cloud Architect,Long View Systems,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f9a39d5d217a8e988693711c4a86a37f,Germany,"Dallas, TX","Software Development,R","$150,000 - $170,000 ",indeed.com
123,07-06-2021,Cloud Architect,Azure Cloud Architect,ACG Tech Systems,NA,Germany,"Plano, TX","LAN,R",NA,indeed.com
124,01-30-2024,Cloud Architect,Cloud Architect,Fidelity TalentSource,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4630577b0160aeea641e462095dbed8d,Germany,"Westlake, TX","Software Development,R",NA,indeed.com
125,12-09-2024,Cloud Architect,"SAP Technical Architect with SAP S/4HANA Migration, RISE and Cloud experience, Director",PwC,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cd1e3b9bfa253da68e9b43810b8d8d2d,Germany,"Dallas, TX","Data Management,Data Engineering,R,Gin,MAN,Analytics","$148,000 - $317,000 ",indeed.com
126,10-30-2024,Cloud Architect,AWS Tech Lead/Senior Developer,NTT Data Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c21b3eeff438cc3857affa797a3cb07a,Germany,"McKinney, TX",R,NA,indeed.com
127,09-03-2024,Cloud Architect,IIoT Solution Architect,Hitachi Digital Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bf341f066bdf4dfca21c985ee4d811f6,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
128,11-27-2024,Cloud Architect,Solution Architect - Oracle Cloud HCM Functional Architect,Capgemini,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/705e8467dd710fe59b83f3f0d13d2b16,Germany,"Dallas, TX","R,Leadership",NA,indeed.com
129,11-22-2023,Cloud Architect,Salesforce marketing Cloud - Architect/Principal Engineer,Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
130,09-07-2022,Cloud Architect,OSS SW Architect,Logic Rule,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ae134796d45333ef0aa51fb39573ff65,Germany,"Plano, TX","LAN,R",$45.70 - $50.62 an hour,indeed.com
131,09-25-2024,Cloud Architect,Public Cloud Solutions Architect - SVP,Citi,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3a65f2fd9d93f6c880484c373f0b34da,Germany,"Irving, TX","Software Development,R","$156,160 - $234,240 ",indeed.com
132,09-04-2024,Cloud Architect,Lead Cybersecurity Architect - Cloud,JPMorgan Chase,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/62e186e96c7550325814ef6880fae379,Germany,"Plano, TX","Software Development,R",NA,indeed.com
133,11-14-2024,Cloud Architect,"Field Solutions Architect I, Generative AI, Google Cloud",Google,NA,Germany,"Addison, TX","Software Development,R",NA,indeed.com
134,08-07-2024,Cloud Architect,"Senior NetOps Solutions Architect, AWS Industries, Telco",Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,Germany,"Dallas, TX",R,NA,indeed.com
135,11-22-2024,Cloud Architect,Azure Data Architect,Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX",R,NA,indeed.com
136,12-09-2024,Cloud Architect,"SAP Technical Architect with SAP S/4HANA Migration, RISE and Cloud experience, Director",PwC,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cd1e3b9bfa253da68e9b43810b8d8d2d,Germany,"Dallas, TX","Data Management,Data Engineering,R,Gin,MAN,Analytics","$148,000 - $317,000 ",indeed.com
137,11-21-2024,Cloud Architect,Oracle Cloud Financial - Presales Architect,Applications Software Technology Corporation ( AST ),https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5252f29901240ebec19bc593f0dd3552,Germany,"Dallas, TX","Gin,R,MAN",NA,indeed.com
138,07-06-2021,Cloud Architect,Azure Cloud Architect,ACG Tech Systems,NA,Germany,"Plano, TX","LAN,R",NA,indeed.com
139,09-03-2024,Cloud Architect,IIoT Solution Architect,Hitachi Digital Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bf341f066bdf4dfca21c985ee4d811f6,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
140,11-27-2024,Cloud Architect,Solution Architect - Oracle Cloud HCM Functional Architect,Capgemini,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/705e8467dd710fe59b83f3f0d13d2b16,Germany,"Dallas, TX","R,Leadership",NA,indeed.com
141,10-30-2024,Cloud Architect,AWS Tech Lead/Senior Developer,NTT Data Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c21b3eeff438cc3857affa797a3cb07a,Germany,"McKinney, TX",R,NA,indeed.com
142,09-03-2024,Cloud Architect,Cloud Architect,Long View Systems,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f9a39d5d217a8e988693711c4a86a37f,Germany,"Dallas, TX","Software Development,R","$150,000 - $170,000 ",indeed.com
143,11-14-2024,Cloud Architect,"Field Solutions Architect I, Generative AI, Google Cloud",Google,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/fff4be3829cee39e477a518f55475f44,Germany,"Addison, TX","Software Development,R",NA,indeed.com
144,08-07-2024,Cloud Architect,"Senior NetOps Solutions Architect, AWS Industries, Telco",Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,Germany,"Dallas, TX",R,NA,indeed.com
145,01-30-2024,Cloud Architect,Cloud Architect,Fidelity TalentSource,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4630577b0160aeea641e462095dbed8d,Germany,"Westlake, TX","Software Development,R",NA,indeed.com
146,09-25-2024,Cloud Architect,Public Cloud Solutions Architect - SVP,Citi,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3a65f2fd9d93f6c880484c373f0b34da,Germany,"Irving, TX","Software Development,R","$156,160 - $234,240 ",indeed.com
147,11-22-2023,Cloud Architect,Salesforce marketing Cloud - Architect/Principal Engineer,Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
148,09-04-2024,Cloud Architect,Lead Cybersecurity Architect - Cloud,JPMorgan Chase,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/62e186e96c7550325814ef6880fae379,Germany,"Plano, TX","Software Development,R",NA,indeed.com
149,03-11-2024,Cloud Architect,IOT Architect,Themesoft,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/df687105943c8f3321d87355bbbf0008,Germany,"Plano, TX","LAN,R",NA,indeed.com
150,11-22-2024,Cloud Architect,Azure Data Architect (Lost),Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX",R,NA,indeed.com
151,11-22-2024,Cloud Architect,Azure Data Architect,Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX",R,NA,indeed.com
152,11-22-2024,Cloud Architect,React Senior Architect/Developer,Inclusion Cloud,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/481170ffa79cf51d852401e24e205b8e,Germany,"Dallas, TX",R,NA,indeed.com
153,07-09-2024,Cloud Architect,AWS Cloud Architect,Tyler Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0ab4aded708ddde71411f9fabe0add22,Germany,"Plano, TX","Software Development,R",NA,indeed.com
154,11-01-2024,Cloud Architect,AWS IoT Data Architect ( Onsite),Cognizant,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ad8bfb9614127a4e501b8734b35b7855,Germany,"Plano, TX",R,"$145,000 - $155,000 ",indeed.com
155,12-04-2024,Cloud Architect,AWS Cloud Architect,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/696e1801e834a66611e51226452aeb09,Germany,"Dallas, TX","Software Development,R","$131,511.14 - $158,379.02 ",indeed.com
156,10-07-2024,Cloud Architect,Oracle Financials Cloud Solution Architect (Remote with Milestone Travel) - 61169561,Cognizant,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ad8bfb9614127a4e501b8734b35b7855,Germany,"Irving, TX","Software Development,R","$156,500 - $183,500 ",indeed.com
157,05-11-2017,Cloud Architect,AWS Architect,Sonsoft Inc,NA,Germany,"Dallas, TX",R,NA,indeed.com
158,10-10-2024,Cloud Architect,Cloud Architect III,GM Financial,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bff0fc0ab326c4a104bc7b7fc33dfdd8,Germany,"Arlington, TX","Software Development,R","$114,400 - $217,400 ",indeed.com
159,02-05-2024,Cloud Architect,Cloud Architect,Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
160,03-29-2024,Cloud Architect,Information Security Architect Manager,W.R. Berkley Corporation,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/7c55b6f9259c9b4ba7013e6b504bb108,Germany,"Irving, TX",R,NA,indeed.com
161,11-14-2024,Cloud Architect,Cloud Optimization Architect,Global Payments,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/044681bce5a8f2d2f9d1c0e6972924d5,Germany,"Dallas, TX",R,NA,indeed.com
162,07-25-2024,Cloud Architect,Oracle Senior Solution Architect - Oracle Cloud ERP Inventory and Costing,Accenture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e1bd47363c07b64a9578dbf71edbf4e4,Germany,"Irving, TX","Software Development,R",NA,indeed.com
163,09-20-2024,Cloud Architect,Salesforce Field Service Cloud Technical Architect Manager - Resources,Accenture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e1bd47363c07b64a9578dbf71edbf4e4,Germany,"Irving, TX","R,Leadership",NA,indeed.com
164,09-16-2024,Cloud Architect,Sr Lead Cloud Security Architect,Blue Yonder,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f0736e9f63b24ef74345f631ec2d5315,Germany,"Dallas, TX","Software Development,R","$152,311 - $197,689 ",indeed.com
165,09-16-2024,Cloud Architect,Sr Lead Cloud Security Architect,Blue Yonder,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f0736e9f63b24ef74345f631ec2d5315,Germany,"Dallas, TX","Software Development,R","$152,311 - $197,689 ",indeed.com
166,02-24-2023,Cloud Architect,Cloud Solutions Architect for AWS and VMware HCX Cloud Migration,Scalepex,NA,Germany,"Plano, TX","Software Development,R",NA,indeed.com
167,11-04-2024,Cloud Architect,Senior Lead Cloud Architect - GCP (RapidScale),Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX",R,"$142,100 - $236,800 ",indeed.com
168,11-02-2024,Cloud Architect,AWS Infrastructure Architect/DevOps Lead Engineer,Deloitte,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/b245a75ba4a28df29f8f1551ac296deb,Germany,"Dallas, TX",R,"$102,750 - $171,250 ",indeed.com
169,11-04-2024,Cloud Architect,Senior Lead Cloud Architect - Azure (RapidScale),Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX",R,"$142,100 - $236,800 ",indeed.com
170,10-04-2024,Cloud Architect,"Director, Senior Cloud Security Architect",KPMG,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/dd15e348655668335109be33677955ea,Germany,"Richardson, TX","Software Development,R",NA,indeed.com
171,04-29-2024,Cloud Architect,AI / Large Language Model Architect,Accenture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e1bd47363c07b64a9578dbf71edbf4e4,Germany,"Irving, TX","Software Development,R",NA,indeed.com
172,12-10-2024,Cloud Architect,AWS Cloud Architect,Indeed,NA,Germany,"Plano, TX","LAN,R",NA,indeed.com
173,10-22-2024,Cloud Architect,AWS Solutions Architect,Indeed,NA,Germany,"Dallas, TX",R,$60 - $65 an hour,indeed.com
174,03-13-2020,Cloud Architect,SAP NetWeaver Lead / Architect,Varant,NA,Germany,"Irving, TX",NA,NA,indeed.com
175,09-20-2024,Cloud Architect,Salesforce Manufacturing Cloud Technical Architect Manager - Resources,Accenture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e1bd47363c07b64a9578dbf71edbf4e4,Germany,"Irving, TX",R,NA,indeed.com
176,09-20-2024,Cloud Architect,Salesforce EUC (Energy and Utilities Cloud) Technical Architect Manager - Resources,Accenture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e1bd47363c07b64a9578dbf71edbf4e4,Germany,"Irving, TX",R,NA,indeed.com
177,11-22-2024,Cloud Architect,SAP AWS Solutions Architect,Indeed,NA,Germany,"Plano, TX","Software Development,R","From $124,562 ",indeed.com
178,05-11-2017,Cloud Architect,Cloud Architect,Sonsoft Inc,NA,Germany,"Plano, TX","LAN,R",NA,indeed.com
179,11-04-2024,Cloud Architect,Senior Lead Cloud Architect - AWS (RapidScale),Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX",R,"$142,100 - $236,800 ",indeed.com
180,09-26-2023,Cloud Architect,Azure PaaS Product Manager,Tiger Analytics,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/fb40d88dcc235eae0695fd6cc4b9ebed,Germany,"Dallas, TX",R,NA,indeed.com
181,12-09-2024,Cloud Architect,"AWS Cloud Architect (Terraform ,ECS, EKS,Terraform and S3)",Arthur Grand Technologies Inc,NA,Germany,"Plano, TX","Software Development,R",NA,indeed.com
182,11-22-2024,Cloud Architect,AWS Cloud Architect,Indeed,NA,Germany,"Dallas, TX",R,From $90 an hour,indeed.com
183,10-10-2024,Cloud Architect,Security Cloud Architect,Indeed,NA,Germany,"Frisco, TX",R,$70 - $75 an hour,indeed.com
184,11-05-2024,Cloud Architect,Infrastructure Consultant,Indeed,NA,Germany,"Dallas, TX",R,"$55,763.73 - $120,523.10 ",indeed.com
185,10-01-2024,Cloud Architect,Azure Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
186,04-05-2017,Cloud Architect,Enterprise Solutions Architect (.NET / Azure / Mobile),Sonoma Consulting Inc.,NA,Germany,"Irving, TX","Software Development,R",NA,indeed.com
187,08-27-2024,Cloud Architect,Java Application Architect,Dew Software,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9efda4daf77690daf3fa39517d30c6c3,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
188,11-20-2024,Cloud Architect,Senior Lead Cloud Database Architect (MSSQL Focus) - RapidScale,Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX","LAN,R","$142,100 - $236,800 ",indeed.com
189,06-04-2024,Cloud Architect,Salesforce Sr. Solution Architect - Financial Services Cloud,Vantage Point,NA,Germany,"Dallas, TX","Software Development,R","$145,000 - $160,000 ",indeed.com
190,12-06-2024,Cloud Architect,"Cloud Architect, Google Workspace",Google,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/fff4be3829cee39e477a518f55475f44,Germany,"Addison, TX","Software Development,R",NA,indeed.com
191,09-11-2024,Cloud Architect,Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
192,10-28-2024,Cloud Architect,Prisma Cloud Solution Architect,Palo Alto Networks,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0faf192cd5b5f732d5b8b8ee9d263081,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
193,10-01-2024,Cloud Architect,Application Architect,Indeed,NA,Germany,"Plano, TX","Software Development,R",$105 - $110 an hour,indeed.com
194,07-23-2024,Cloud Architect,Cloud Systems Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Plano, TX","Software Development,R","$167,032.32 - $226,686.72 ",indeed.com
195,08-03-2023,Cloud Architect,Architect,Asset Panda,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5295cce9f99803237931648539d249ca,Germany,"Frisco, TX","LAN,R","$170,000 ",indeed.com
196,08-15-2024,Cloud Architect,Solution Architect,Indeed,NA,Germany,"Plano, TX","Software Development,R",$115 - $120 an hour,indeed.com
197,09-23-2024,Cloud Architect,Technical Principal-Enterprise Cloud Architect,GM Financial,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bff0fc0ab326c4a104bc7b7fc33dfdd8,Germany,"Arlington, TX","Software Development,R",NA,indeed.com
198,12-04-2024,Cloud Architect,MuleSoft Architect,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0165c246ced14beea45952fa4b30a9b1,Germany,"Dallas, TX","Authorization,R",$60 - $65 an hour,indeed.com
199,11-21-2024,Cloud Architect,AWS DevOPs Architect,Indeed,NA,Germany,"Irving, TX","Gin,R,Data Engineering",$70 - $80 an hour,indeed.com
200,04-05-2017,Cloud Architect,Enterprise Solutions Architect (.NET / Azure / Mobile),Sonoma Consulting Inc.,NA,Germany,"Irving, TX","Software Development,R",NA,indeed.com
201,11-22-2024,Cloud Architect,AWS Cloud Architect,Indeed,NA,Germany,"Dallas, TX",R,From $90 an hour,indeed.com
202,11-05-2024,Cloud Architect,Infrastructure Consultant,Indeed,NA,Germany,"Dallas, TX",R,"$55,763.73 - $120,523.10 ",indeed.com
203,08-27-2024,Cloud Architect,Java Application Architect,Dew Software,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9efda4daf77690daf3fa39517d30c6c3,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
204,10-10-2024,Cloud Architect,Security Cloud Architect,Indeed,NA,Germany,"Frisco, TX",R,$70 - $75 an hour,indeed.com
205,10-01-2024,Cloud Architect,Azure Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
206,11-20-2024,Cloud Architect,Senior Lead Cloud Database Architect (MSSQL Focus) - RapidScale,Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX","LAN,R","$142,100 - $236,800 ",indeed.com
207,12-06-2024,Cloud Architect,"Cloud Architect, Google Workspace",Google,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/fff4be3829cee39e477a518f55475f44,Germany,"Addison, TX","Software Development,R",NA,indeed.com
208,06-04-2024,Cloud Architect,Salesforce Sr. Solution Architect - Financial Services Cloud,Vantage Point,NA,Germany,"Dallas, TX","Software Development,R","$145,000 - $160,000 ",indeed.com
209,09-11-2024,Cloud Architect,Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
210,10-28-2024,Cloud Architect,Prisma Cloud Solution Architect,Palo Alto Networks,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0faf192cd5b5f732d5b8b8ee9d263081,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
211,10-01-2024,Cloud Architect,Application Architect,Indeed,NA,Germany,"Plano, TX","Software Development,R",$105 - $110 an hour,indeed.com
212,07-23-2024,Cloud Architect,Cloud Systems Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Plano, TX","Software Development,R","$167,032.32 - $226,686.72 ",indeed.com
213,12-04-2024,Cloud Architect,MuleSoft Architect,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0165c246ced14beea45952fa4b30a9b1,Germany,"Dallas, TX","Authorization,R",$60 - $65 an hour,indeed.com
214,11-21-2024,Cloud Architect,AWS DevOPs Architect,Indeed,NA,Germany,"Irving, TX","Gin,R,Data Engineering",$70 - $80 an hour,indeed.com
215,04-05-2017,Cloud Architect,Enterprise Solutions Architect (.NET / Azure / Mobile),Sonoma Consulting Inc.,NA,Germany,"Irving, TX","Software Development,R",NA,indeed.com
216,11-22-2024,Cloud Architect,AWS Cloud Architect,Indeed,NA,Germany,"Dallas, TX",R,From $90 an hour,indeed.com
217,11-05-2024,Cloud Architect,Infrastructure Consultant,Indeed,NA,Germany,"Dallas, TX",R,"$55,763.73 - $120,523.10 ",indeed.com
218,08-27-2024,Cloud Architect,Java Application Architect,Dew Software,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/9efda4daf77690daf3fa39517d30c6c3,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
219,10-10-2024,Cloud Architect,Security Cloud Architect,Indeed,NA,Germany,"Frisco, TX",R,NA,indeed.com
220,11-20-2024,Cloud Architect,Senior Lead Cloud Database Architect (MSSQL Focus) - RapidScale,Cox Corporate Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4437604392e00801332e7c2965803d7c,Germany,"Dallas, TX","LAN,R","$142,100 - $236,800 ",indeed.com
221,10-01-2024,Cloud Architect,Azure Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
222,12-06-2024,Cloud Architect,"Cloud Architect, Google Workspace",Google,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/fff4be3829cee39e477a518f55475f44,Germany,"Addison, TX","Software Development,R",NA,indeed.com
223,06-04-2024,Cloud Architect,Salesforce Sr. Solution Architect - Financial Services Cloud,Vantage Point,NA,Germany,"Dallas, TX","Software Development,R","$145,000 - $160,000 ",indeed.com
224,09-11-2024,Cloud Architect,Cloud Infrastructure Architect,Indeed,NA,Germany,"Dallas, TX","Software Development,R","Up to $150,000 ",indeed.com
225,10-28-2024,Cloud Architect,Prisma Cloud Solution Architect,Palo Alto Networks,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0faf192cd5b5f732d5b8b8ee9d263081,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
226,10-01-2024,Cloud Architect,Application Architect,Indeed,NA,Germany,"Plano, TX","Software Development,R",$105 - $110 an hour,indeed.com
